ID,Location Type,Species,Common Name,Space Type,Address,Street,Side,DBH,# of stems,Height,Space length,Space Width,Overhead Utilities,Hardscape,Cultivar,Date,Notes,X Coordinate,Y Coordinate,x,y
267613,Park,Cladrastis kentukea,yellowwood,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,9.5,1,25,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 0.5,-76.64265462,39.32122362,1413430.22630468,602777.6552605033
267614,Park,Nyssa sylvatica,blackgum,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,27.1,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64276563,39.32179971,1413397.9993350059,602987.3612059206
267615,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,33.2,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6425751,39.32169692,1413452.0507360846,602950.1352305114
267616,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,35.7,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64244578,39.32110725,1413489.4758580923,602735.5008172542
267617,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,26.6,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64263895,39.32156386,1413434.1751156747,602901.5998945087
267618,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,34,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64243342,39.32164587,1413492.2038710117,602931.6959629208
267619,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,41.1,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64275534,39.32114875,1413401.840862751,602750.2717850953
267620,Park,Carya glabra,"hickory, pignut",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,30.7,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64221761,39.32191965,1413552.8681197613,603031.6550805867
267621,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,36,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64244372,39.32120047,1413489.925660342,602769.4577703327
267622,Park,Liquidambar styraciflua,"sweetgum, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,15.3,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64218442,39.32173263,1413562.5259088427,602963.5751642585
267623,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,1,1,6,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64233138,39.32143348,1413521.375400588,602854.450054422
267625,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,32,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64243136,39.32181637,1413492.5434372574,602993.802794084
267626,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,42.3,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM",cavity or decay at root collar,-76.64256232,39.32092516,1413456.7646374255,602669.0472100079
267627,Park,Acer rubrum,"maple, red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,11,>5,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM",poor location,-76.64223868,39.32194876,1413546.8645228446,603042.2354400009
267629,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,44,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64210923,39.32147015,1413584.17186293,602868.0533736795
267630,Park,Quercus rubra,"oak, northern red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,5,1,6,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64097156,39.31989146,1413908.2906372547,602294.3061615825
267631,Park,Quercus rubra,"oak, northern red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,23.7,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64286338,39.3209042,1413371.6214350015,602661.0790500939
267632,Park,Quercus palustris,"oak, pin",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,36,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64209824,39.32019026,1413589.1068924218,602401.88731125
267633,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,38,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64144224,39.31991696,1413775.0907724202,602303.0695955008
267634,Park,Morus rubra,"mulberry, red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,8.5,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64181452,39.32021345,1413669.3429524302,602410.6504170895
267635,Park,Acer rubrum,"maple, red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,4.2,1,25,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64161256,39.32012147,1413726.61252293,602377.3716122508
267636,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,33.8,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64219007,39.32060134,1413562.5419849306,602551.5133243352
267637,Park,Nyssa sylvatica,blackgum,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,22.8,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64195675,39.32017861,1413629.1553687602,602397.8026737571
267638,Park,Pyrus calleryana,"pear, callery",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,6.5,1,5,>20,>20,None,None, ,"7/24/2017, 8:00 PM",poor location; DBH Estimated,-76.64215996,39.32038241,1413571.3720197529,602471.8051504195
267639,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,28.7,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64180622,39.32056058,1413671.1966232508,602537.0937337577
267640,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,14.2,1,25,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64233129,39.32044032,1413522.8176549226,602492.7093080878
267641,Park,Nyssa sylvatica,blackgum,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,23.7,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM",lost major leader or limb; cavity or decay; 75% circumference missing bark;further inspection required,-76.642172,39.32048372,1413567.820517674,602508.693528086
267642,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,43.6,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64238315,39.32082765,1413507.594260171,602633.7303515077
267643,Park,Quercus rubra,"oak, northern red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,1.5,1,6,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6421185,39.32027847,1413583.2492925972,602433.9942024201
267645,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,19.2,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM",lost main leader; remove hardware,-76.64199333,39.32091065,1413617.7584099174,602664.3936760128
267646,Park,Nyssa sylvatica,blackgum,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,8.6,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64249157,39.32056416,1413477.2951081693,602537.6373678446
267647,Park,Acer rubrum,"maple, red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,4.6,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64170008,39.3200599,1413701.9393439293,602354.8493475914
267648,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,44.9,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64222043,39.32072114,1413553.7818318456,602595.1142870039
267650,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,37.1,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64166074,39.32073773,1413712.099756673,602601.7812684178
267651,Park,Morus alba,"mulberry, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,21.3,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64295562,39.32193221,1413344.0624350011,603035.4145875126
267652,Park,Ostrya virginiana,"hophornbeam, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,7.8,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6420595,39.32049842,1413599.6295091808,602514.1725197583
267653,Park,Quercus bicolor,"oak, swamp white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,7,1,25,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64311582,39.32177501,1413298.9657404274,602977.9773664176
267654,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,50.6,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64274813,39.32163318,1413403.1899414212,602926.7271408439
267655,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,4.9,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6416822,39.32018994,1413706.812365681,602402.2317987531
267656,Park,Acer x freemanii,"maple, Freeman",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,9.2,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64188247,39.32080137,1413649.279016167,602624.7123249173
267657,Park,Cladrastis kentukea,yellowwood,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,9.8,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64256994,39.32179891,1413453.3624132574,602987.2877152562
267658,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,20.5,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64270384,39.32166426,1413415.6751526743,602938.0942440927
267659,Park,Platanus x acerifolia,"planetree, London",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,42,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64293534,39.32186063,1413349.9023183435,603009.3631304204
267660,Park,Quercus palustris,"oak, pin",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,18.9,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64277799,39.3212842,1413395.2375295013,602799.5823820084
267661,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,37.1,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64287996,39.32167222,1413365.8379820138,602940.8012596667
267662,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,38.3,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64264662,39.32137895,1413432.2689515054,602834.2397930026
267663,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,33.6,1,65,>20,>20,None,None, ,"7/24/2017, 8:00 PM",lightning struck,-76.64266985,39.32177182,1413425.1370760053,602977.3100449294
267664,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,28,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64260084,39.32170648,1413444.7528504282,602953.5892918408
267665,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,32,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64233043,39.32118932,1413521.9935095906,602765.5201141685
267666,Park,Cladrastis kentukea,yellowwood,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,14,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64238913,39.32171598,1413504.6333080977,602957.2835101783
267667,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,33.5,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64286142,39.3214802,1413371.3563436717,602870.8814520091
267668,Park,Quercus rubra,"oak, northern red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,12.4,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64256994,39.32114556,1413454.2941699177,602749.316078335
267670,Park,Prunus serotina,"cherry, black",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,7.6,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM",poor location,-76.6422432,39.32192198,1413545.6253520846,603032.4749608338
267671,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,24.8,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64225025,39.32159822,1413544.0922186673,602914.546062842
267672,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,24.5,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6423984,39.32157894,1413502.2061475962,602907.3574289232
267673,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,27.7,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6428694,39.32099503,1413369.7884334177,602694.1564117521
267674,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,40,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM",vines >50%; DBH Estimated,-76.64227632,39.32197438,1413536.1814733446,603051.5251195878
267675,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,46,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH Estimated,-76.64217546,39.32185676,1413564.8822033405,603008.7978428453
267676,Park,Quercus rubra,"oak, northern red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,14.8,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64273543,39.32072719,1413408.0721495003,602596.7491262555
267678,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,44.7,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64258189,39.32103229,1413451.0756724179,602708.047788173
267679,Park,Quercus palustris,"oak, pin",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,24.2,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64266468,39.32086693,1413427.888710931,602647.7260584235
267680,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,4.8,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64159669,39.31999091,1413731.2896789163,602329.8339776695
267681,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,45,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM",amillaria,-76.64160115,39.32068241,1413729.0380430073,602581.6946944296
267895,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,1.1,1,10,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 3,-76.6476869,39.31907022,1412009.5756026804,601987.779543668
267896,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,20.2,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64762991,39.31937686,1412025.2671723366,602099.5319448411
267897,Park,Quercus coccinea,"oak, scarlet",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,27.3,1,55,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64752306,39.31907291,1412055.9252475053,601988.9409586787
267898,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,40,1,65,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64799635,39.31930191,1411921.7014345974,602071.8338375092
267899,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,22.3,1,45,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64759497,39.31947064,1412035.0201055855,602133.7264302522
267900,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,26.5,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64784592,39.31950069,1411963.9805495143,602144.4006215036
267901,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,37.4,1,65,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64804082,39.31943622,1411908.931775093,602120.7028342485
267902,Park,Quercus coccinea,"oak, scarlet",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,2.5,1,7,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64825251,39.31976523,1411848.5785493404,602240.3092223406
267903,Park,Quercus alba,"oak, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,34.2,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64839052,39.31937241,1411810.083875671,602097.0818185061
267904,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,13.4,1,35,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64842348,39.31968396,1411800.3224122524,602210.520896092
267905,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,29.5,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64847807,39.31953018,1411785.0944243371,602154.4494859278
267906,Park,Thuja spp.,arborvitae spp.,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,8,3,15,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64858518,39.32000665,1411754.1220453382,602327.8818818331
267907,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,27,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64857488,39.31968316,1411757.4894926697,602210.0655164272
267908,Park,Acer x freemanii,"maple, Freeman",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,23.7,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64882722,39.31959594,1411686.2219186723,602178.0232576728
267909,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,29,1,55,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64891611,39.31995964,1411660.563505426,602310.3989771754
267910,Park,Pinus strobus,"pine, eastern white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,16.3,1,45,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64905151,39.32002798,1411622.1616793424,602335.1433502585
267911,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,31.2,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64897474,39.31968445,1411644.362422347,602210.0993090123
267912,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,34.2,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM",hollow,-76.64873389,39.32050311,1411711.3547424227,602508.5455625057
267913,Park,Robinia pseudoacacia,"locust, black",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,7,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64886485,39.32041252,1411674.4309317619,602475.4081615955
267914,Park,Quercus bicolor,"oak, swamp white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,4.3,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64889646,39.32017355,1411665.822681263,602388.3318921775
267915,Park,unknown tree,unknown tree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,22.8,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64974688,39.32016429,1411425.2411414236,602384.0366251767
267916,Park,Ailanthus altissima,tree of heaven,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,7.2,1,35,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64887206,39.32047387,1411672.3056079298,602497.7466995865
267918,Park,Lagerstroemia indica,"crapemyrtle, common",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,5,5,10,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 2,-76.65013445,39.32013953,1411315.6255470067,602374.5973395854
267919,Park,Ginkgo biloba,ginkgo,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,25,1,50,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6497304,39.3202767,1411429.7463817596,602424.9971731752
267920,Park,Ginkgo biloba,ginkgo,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,18.3,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6498635,39.3201643,1411392.2474410087,602383.9103130847
267921,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,32.8,1,60,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64918207,39.32045285,1411584.6282898337,602489.7522930056
267922,Park,Lagerstroemia indica,"crapemyrtle, common",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,6,4,10,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 2,-76.65035549,39.32027413,1411252.9019191712,602423.3816908449
267923,Park,Fraxinus americana,"ash, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,14.6,1,35,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6488185,39.32082893,1411686.9597780854,602627.1280025095
267924,Park,Fraxinus americana,"ash, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,12,1,35,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64914087,39.32066479,1411595.9868629277,602566.9936083406
267925,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,40,1,65,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH Estimated; vines >50%,-76.64928903,39.32032635,1411554.5463290066,602443.5591439158
267926,Park,Ilex opaca,"holly, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,3.3,1,10,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 2,-76.64960744,39.32070065,1411463.9405390918,602579.5464047492
267927,Park,Celtis occidentalis,"hackberry, common",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,4,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64886794,39.32059229,1411673.3049497604,602540.8814558387
267929,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,36.6,1,55,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64909659,39.32082415,1411608.293268755,602625.0843714178
267930,Park,Cercis canadensis,"redbud, eastern",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,7,1,15,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 1,-76.64895311,39.32101636,1411648.6160227507,602695.2482730895
267931,Park,Acer platanoides,"maple, Norway",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,15.5,1,40,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64963216,39.32057715,1411457.1200146675,602534.5366522521
267932,Park,Cercis canadensis,"redbud, eastern",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,8.3,1,15,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 1,-76.64898876,39.32105111,1411638.4808724225,602707.867342338
267933,Park,Acer rubrum,"maple, red",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,5.2,1,25,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6493738,39.32076372,1411529.951233834,602602.771423921
267934,Park,Prunus serotina,"cherry, black",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,22,1,45,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 1; codominant leaders,-76.64964214,39.32137956,1411453.1738283336,602826.7906609178
267935,Park,Fraxinus americana,"ash, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,10,>5,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64901443,39.32090934,1411631.4172382504,602656.2040598392
267936,Park,Cercis canadensis,"redbud, eastern",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,7.8,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 1,-76.64890605,39.3209645,1411662.0024789274,602676.4133370072
267937,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,2,1,10,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64806623,39.31914193,1411902.1539015025,602013.4852009267
267938,Park,Cercis canadensis,"redbud, eastern",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,5.2,1,8,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 1,-76.64908606,39.32112535,1411610.8503502607,602734.8046244234
267939,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,34.2,1,70,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64772047,39.31940334,1411999.6100714207,602109.0772013366
267940,Park,Quercus coccinea,"oak, scarlet",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,45,1,65,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.6476705,39.3189643,1412014.3643070012,601949.2205656767
267941,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,19.2,1,45,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64765629,39.31953463,1412017.5811640918,602156.9662131667
267942,Park,unknown tree,unknown tree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,1,1,8,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64788906,39.31919816,1411952.2010455132,602034.1613406688
267943,Park,Tilia americana,"linden, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,22.8,1,55,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64780385,39.31943395,1411975.9765885025,602120.1352500916
267944,Park,Fagus grandifolia,"beech, American",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,32.7,1,55,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64786058,39.31963143,1411959.6505056769,602192.0025604218
267945,Park,Quercus palustris,"oak, pin",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,25.7,1,55,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64817629,39.31946803,1411870.5584922582,602132.1414596736
267946,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,40.9,1,75,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64829783,39.31966483,1411835.8984565884,602203.6924976707
267947,Park,Sassafras albidum,sassafras,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,27.7,1,20,>20,>20,None,None, ,"7/24/2017, 8:00 PM",lost main leader; hollow,-76.64845026,39.31944492,1411793.0816130936,602123.4265820831
267948,Park,Morus alba,"mulberry, white",Open/Unrestricted,900,DRUID PARK LAKE DR,Front,15.8,1,30,>20,>20,None,None, ,"7/24/2017, 8:00 PM",DBH at 1,-76.64869744,39.31953018,1411723.0289316773,602154.21064125
267949,Park,Liriodendron tulipifera,tuliptree,Open/Unrestricted,900,DRUID PARK LAKE DR,Front,55,1,75,>20,>20,None,None, ,"7/24/2017, 8:00 PM", ,-76.64845026,39.31986244,1411792.4959843457,602275.5000968426
